#{"t_start": 1768828224.5507534, "env_id": "None"}
r,l,t
-600.0,600,10735.150943
-600.0,600,10781.153504
-600.0,600,10830.942607
-600.0,600,10932.591522
-600.0,600,10937.323481
-600.0,600,11029.500469
-600.0,600,11039.045318
-600.0,600,11051.444777
-600.0,600,11052.489726
-600.0,600,11098.88811
-600.0,600,11148.676158
-600.0,600,11251.456604
-600.0,600,11256.174048
-600.0,600,11349.470656
-600.0,600,11358.88053
-600.0,600,11371.163537
-600.0,600,11372.238835
-600.0,600,11418.447686
-600.0,600,11468.735805
-1049.0,50,11495.286487
-600.0,600,11571.567733
-600.0,600,11576.303895
-600.0,600,11668.908286
-600.0,600,11678.303168
-600.0,600,11690.668415
-600.0,600,11691.707098
-600.0,600,11738.579571
-1382.0,383,11780.680927
-600.0,600,11815.553836
-600.0,600,11893.256835
-600.0,600,11991.561678
-600.0,600,12001.310283
-600.0,600,12013.617274
-600.0,600,12014.723374
-600.0,600,12060.986336
-600.0,600,12103.196551
-600.0,600,12138.041111
-600.0,600,12214.423562
-600.0,600,12311.161715
-600.0,600,12320.926843
-600.0,600,12333.48297
-600.0,600,12334.518076
-600.0,600,12380.972274
-600.0,600,12423.171924
-600.0,600,12457.891762
-600.0,600,12533.927771
-600.0,600,12632.389564
-600.0,600,12642.264288
-600.0,600,12654.765429
-600.0,600,12655.901798
-600.0,600,12702.72548
-600.0,600,12745.087008
-600.0,600,12780.573853
-600.0,600,12857.466661
-600.0,600,12955.25033
-600.0,600,12964.889358
-600.0,600,12977.142381
-600.0,600,12978.233686
-600.0,600,13024.291322
-600.0,600,13066.574442
-600.0,600,13101.851682
-600.0,600,13178.525717
-600.0,600,13277.851483
-600.0,600,13287.837261
-600.0,600,13492.646852
-600.0,600,13493.677246
-600.0,600,13541.073974
-600.0,600,13584.727456
-600.0,600,13621.193346
-600.0,600,13701.05386
-600.0,600,13803.144464
-600.0,600,13813.337313
-600.0,600,13826.073601
-600.0,600,13827.182355
-600.0,600,13876.268343
-600.0,600,13920.280302
-600.0,600,13956.692438
-600.0,600,14036.366624
-600.0,600,14138.501003
-600.0,600,14148.56309
-600.0,600,14161.41091
-600.0,600,14162.505988
-600.0,600,14210.988037
-600.0,600,14254.885393
-600.0,600,14291.449786
-600.0,600,14371.730538
-600.0,600,14474.163539
-600.0,600,14484.205851
-600.0,600,14497.226696
-600.0,600,14498.346465
-600.0,600,14546.960366
-600.0,600,14591.012842
-600.0,600,14627.539203
-600.0,600,14707.650517
-600.0,600,14809.8761
-600.0,600,14820.002673
-600.0,600,14832.901264
-600.0,600,14834.035746
-600.0,600,14882.642669
-600.0,600,14926.463354
-600.0,600,14963.004997
-600.0,600,15042.880507
-346.0,347,15119.871514
-600.0,600,15144.519432
-600.0,600,15154.399957
-600.0,600,15167.481793
-600.0,600,15168.604492
-600.0,600,15217.370404
-600.0,600,15298.156607
